uniprot_id,gene_name,length,entry_type,description,is_essential
tr|A6TGI4|A6TGI4_KLEP7,yifK,454,unreviewed (tr),tr|A6TGI4|A6TGI4_KLEP7 Amino acid/amine transport protein OS=Klebsiella pneumoniae subsp. pneumoniae,False
tr|A6TGI6|A6TGI6_KLEP7,hemX,393,unreviewed (tr),tr|A6TGI6|A6TGI6_KLEP7 Uroporphyrinogen III methylase OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6TGJ1|A6TGJ1_KLEP7,KPN_04307,67,unreviewed (tr),tr|A6TGJ1|A6TGJ1_KLEP7 LPS-assembly lipoprotein LptM OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6TGJ3|A6TGJ3_KLEP7,yigA,235,unreviewed (tr),tr|A6TGJ3|A6TGJ3_KLEP7 DUF484 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae (,False
tr|A6TGJ5|A6TGJ5_KLEP7,yigB,238,unreviewed (tr),tr|A6TGJ5|A6TGJ5_KLEP7 Enzyme with a phophatase-like domain OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6TGJ8|A6TGJ8_KLEP7,rarD,297,unreviewed (tr),tr|A6TGJ8|A6TGJ8_KLEP7 Chloramphenicol resistance OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6TGK2|A6TGK2_KLEP7,rhtC,206,unreviewed (tr),tr|A6TGK2|A6TGK2_KLEP7 Amino acid exporter (Threonine) OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6TGK3|A6TGK3_KLEP7,KPN_04319,302,unreviewed (tr),tr|A6TGK3|A6TGK3_KLEP7 Transposase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / ,False
tr|A6TGK6|A6TGK6_KLEP7,yigL,266,unreviewed (tr),"tr|A6TGK6|A6TGK6_KLEP7 Conserved protein, phosphatase-like domain OS=Klebsiella pneumoniae subsp. pn",False
tr|A6TGK7|A6TGK7_KLEP7,yigM,299,unreviewed (tr),tr|A6TGK7|A6TGK7_KLEP7 Transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700,False
tr|A6TGL0|A6TGL0_KLEP7,ysgA,270,unreviewed (tr),tr|A6TGL0|A6TGL0_KLEP7 Dienelactone hydrolase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6TGM6|A6TGM6_KLEP7,yigZ,204,unreviewed (tr),tr|A6TGM6|A6TGM6_KLEP7 Elongation factor OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700,False
tr|A6TGN7|A6TGN7_KLEP7,KPN_04362,70,unreviewed (tr),tr|A6TGN7|A6TGN7_KLEP7 Transcription regulator OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6TGP3|A6TGP3_KLEP7,KPN_04368,105,unreviewed (tr),tr|A6TGP3|A6TGP3_KLEP7 PEP-dependent phosphotransferase enzyme III OS=Klebsiella pneumoniae subsp. p,False
tr|A6TGP4|A6TGP4_KLEP7,KPN_04369,90,unreviewed (tr),"tr|A6TGP4|A6TGP4_KLEP7 Phosphotransferase system, lactose/cellobiose-specific IIB subunit OS=Klebsie",False
tr|A6TGP8|A6TGP8_KLEP7,thiS,66,unreviewed (tr),tr|A6TGP8|A6TGP8_KLEP7 Sulfur carrier protein ThiS OS=Klebsiella pneumoniae subsp. pneumoniae (strai,False
tr|A6TGQ6|A6TGQ6_KLEP7,yjaG,196,unreviewed (tr),tr|A6TGQ6|A6TGQ6_KLEP7 Uncharacterized protein YjaG OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6TGQ8|A6TGQ8_KLEP7,yjaH,233,unreviewed (tr),tr|A6TGQ8|A6TGQ8_KLEP7 DUF1481 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6TGR1|A6TGR1_KLEP7,zraR,443,unreviewed (tr),"tr|A6TGR1|A6TGR1_KLEP7 Response regulator in two-component reguatory system with ZraS, regulates zra",False
tr|A6TGR4|A6TGR4_KLEP7,yjaB,153,unreviewed (tr),tr|A6TGR4|A6TGR4_KLEP7 Acyltransferase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70072,False
tr|A6TGR9|A6TGR9_KLEP7,iclR,301,unreviewed (tr),tr|A6TGR9|A6TGR9_KLEP7 Repressor of aceBA operon OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6TGS1|A6TGS1_KLEP7,yjbB,543,unreviewed (tr),tr|A6TGS1|A6TGS1_KLEP7 Alpha helix protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6TGS3|A6TGS3_KLEP7,KPN_04402,410,unreviewed (tr),tr|A6TGS3|A6TGS3_KLEP7 Alcohol dehydrogenase-like N-terminal domain-containing protein OS=Klebsiella,False
tr|A6TGS4|A6TGS4_KLEP7,manZ,278,unreviewed (tr),"tr|A6TGS4|A6TGS4_KLEP7 PTS enzyme IID, mannose-specific OS=Klebsiella pneumoniae subsp. pneumoniae (",False
tr|A6TGS5|A6TGS5_KLEP7,manY,247,unreviewed (tr),"tr|A6TGS5|A6TGS5_KLEP7 PTS enzyme IIC, mannose-specific OS=Klebsiella pneumoniae subsp. pneumoniae (",False
tr|A6TGS6|A6TGS6_KLEP7,manX,164,unreviewed (tr),"tr|A6TGS6|A6TGS6_KLEP7 PTS enzyme IIAB, mannose-specific OS=Klebsiella pneumoniae subsp. pneumoniae ",False
tr|A6TGS7|A6TGS7_KLEP7,manX,135,unreviewed (tr),"tr|A6TGS7|A6TGS7_KLEP7 PTS enzyme IIAB, mannose-specific OS=Klebsiella pneumoniae subsp. pneumoniae ",False
tr|A6TGS8|A6TGS8_KLEP7,KPN_04407,267,unreviewed (tr),tr|A6TGS8|A6TGS8_KLEP7 D-glucitol-6-P-Dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6TGS9|A6TGS9_KLEP7,KPN_04408,317,unreviewed (tr),"tr|A6TGS9|A6TGS9_KLEP7 Transcriptional regulator, sorC family OS=Klebsiella pneumoniae subsp. pneumo",False
tr|A6TGT1|A6TGT1_KLEP7,yjbD,90,unreviewed (tr),tr|A6TGT1|A6TGT1_KLEP7 YjbD family (DUF3811) OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC,False
tr|A6TGT2|A6TGT2_KLEP7,yfeH,309,unreviewed (tr),tr|A6TGT2|A6TGT2_KLEP7 Cytochrome oxidase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70,False
tr|A6TGT5|A6TGT5_KLEP7,lpxD,151,unreviewed (tr),tr|A6TGT5|A6TGT5_KLEP7 UDP-3-O-(3-hydroxymyristoyl)-glucosamine n-acyltransferase OS=Klebsiella pneu,True
tr|A6TGT6|A6TGT6_KLEP7,rimI,152,unreviewed (tr),tr|A6TGT6|A6TGT6_KLEP7 Ribosomal-protein-alanine N-acetyltransferase OS=Klebsiella pneumoniae subsp.,False
tr|A6TGT7|A6TGT7_KLEP7,yjgF,126,unreviewed (tr),tr|A6TGT7|A6TGT7_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6TGT8|A6TGT8_KLEP7,ansP,106,unreviewed (tr),tr|A6TGT8|A6TGT8_KLEP7 L-asparagine permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC,False
tr|A6TGT9|A6TGT9_KLEP7,ygaZ,246,unreviewed (tr),tr|A6TGT9|A6TGT9_KLEP7 Amino acid transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
sp|A6TGU0|Y4350_KLEP7,KPN78578_43500,425,reviewed (sp),sp|A6TGU0|Y4350_KLEP7 UPF0597 protein KPN78578_43500 OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6TGU5|A6TGU5_KLEP7,malK,369,unreviewed (tr),tr|A6TGU5|A6TGU5_KLEP7 ATP-binding component of transport system for maltose OS=Klebsiella pneumonia,False
tr|A6TGU7|A6TGU7_KLEP7,malM,292,unreviewed (tr),tr|A6TGU7|A6TGU7_KLEP7 Periplasmic protein of mal regulon OS=Klebsiella pneumoniae subsp. pneumoniae,False
tr|A6TGV3|A6TGV3_KLEP7,dinF,438,unreviewed (tr),tr|A6TGV3|A6TGV3_KLEP7 DNA-damage-inducible protein F OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6TGV4|A6TGV4_KLEP7,yjbJ,86,unreviewed (tr),tr|A6TGV4|A6TGV4_KLEP7 CsbD-like domain-containing protein OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6TGV6|A6TGV6_KLEP7,KPN_04435,162,unreviewed (tr),tr|A6TGV6|A6TGV6_KLEP7 Hemolysin OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MG,False
tr|A6TGV8|A6TGV8_KLEP7,yjbO,80,unreviewed (tr),tr|A6TGV8|A6TGV8_KLEP7 Envelope stress response protein PspG OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6TGW4|A6TGW4_KLEP7,yjbQ,139,unreviewed (tr),tr|A6TGW4|A6TGW4_KLEP7 YjbQ family protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6TGW5|A6TGW5_KLEP7,yjbR,108,unreviewed (tr),tr|A6TGW5|A6TGW5_KLEP7 Protein yjbR OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 /,False
tr|A6TGW8|A6TGW8_KLEP7,KPN_04447,526,unreviewed (tr),tr|A6TGW8|A6TGW8_KLEP7 Periplasmic binding protein of transport system OS=Klebsiella pneumoniae subs,False
tr|A6TGX0|A6TGX0_KLEP7,KPN_04449,122,unreviewed (tr),tr|A6TGX0|A6TGX0_KLEP7 Regulation of superoxide response regulon OS=Klebsiella pneumoniae subsp. pne,False
tr|A6TGX1|A6TGX1_KLEP7,KPN_04450,524,unreviewed (tr),tr|A6TGX1|A6TGX1_KLEP7 Hydrolase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MG,False
tr|A6TGX2|A6TGX2_KLEP7,KPN_04451,76,unreviewed (tr),tr|A6TGX2|A6TGX2_KLEP7 Prepilin peptidase dependent protein C OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6TGX4|A6TGX4_KLEP7,KPN_04453,253,unreviewed (tr),tr|A6TGX4|A6TGX4_KLEP7 Inositol monophosphatase OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
tr|A6TGX5|A6TGX5_KLEP7,KPN_04454,337,unreviewed (tr),"tr|A6TGX5|A6TGX5_KLEP7 Mgl repressor, galactose operon inducer OS=Klebsiella pneumoniae subsp. pneum",False
tr|A6TGX6|A6TGX6_KLEP7,KPN_04455,256,unreviewed (tr),tr|A6TGX6|A6TGX6_KLEP7 Ribonuclease Z OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721,False
tr|A6TGX7|A6TGX7_KLEP7,KPN_04456,353,unreviewed (tr),tr|A6TGX7|A6TGX7_KLEP7 Putrescine/spermidine ABC transporter ATPase OS=Klebsiella pneumoniae subsp. ,False
tr|A6TGX8|A6TGX8_KLEP7,KPN_04457,379,unreviewed (tr),tr|A6TGX8|A6TGX8_KLEP7 Periplasmic maltose-binding protein OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6TGX9|A6TGX9_KLEP7,KPN_04458,277,unreviewed (tr),tr|A6TGX9|A6TGX9_KLEP7 Spermidine/putrescine ABC transporter membrane component OS=Klebsiella pneumo,False
tr|A6TGY0|A6TGY0_KLEP7,KPN_04459,285,unreviewed (tr),tr|A6TGY0|A6TGY0_KLEP7 ABC transporter permease protein OS=Klebsiella pneumoniae subsp. pneumoniae (,False
tr|A6TGY1|A6TGY1_KLEP7,yjcB,93,unreviewed (tr),tr|A6TGY1|A6TGY1_KLEP7 YjcB protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 /,False
tr|A6TGY3|A6TGY3_KLEP7,soxS,109,unreviewed (tr),tr|A6TGY3|A6TGY3_KLEP7 Regulation of superoxide response regulon OS=Klebsiella pneumoniae subsp. pne,False
tr|A6TGY6|A6TGY6_KLEP7,yjcD,449,unreviewed (tr),tr|A6TGY6|A6TGY6_KLEP7 NCS2 family permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC ,False
tr|A6TGY8|A6TGY8_KLEP7,KPN_04467,293,unreviewed (tr),"tr|A6TGY8|A6TGY8_KLEP7 Transcriptional regulator, LysR family OS=Klebsiella pneumoniae subsp. pneumo",False
tr|A6TGY9|A6TGY9_KLEP7,KPN_04468,135,unreviewed (tr),tr|A6TGY9|A6TGY9_KLEP7 Inner membrane protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6TGZ0|A6TGZ0_KLEP7,KPN_04469,229,unreviewed (tr),tr|A6TGZ0|A6TGZ0_KLEP7 Inner membrane protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6TGZ1|A6TGZ1_KLEP7,KPN_04470,36,unreviewed (tr),tr|A6TGZ1|A6TGZ1_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6TGZ2|A6TGZ2_KLEP7,KPN_04471,177,unreviewed (tr),tr|A6TGZ2|A6TGZ2_KLEP7 Fimbrial-like protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC,False
tr|A6TGZ3|A6TGZ3_KLEP7,KPN_04472,229,unreviewed (tr),tr|A6TGZ3|A6TGZ3_KLEP7 Chaperone OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MG,False
tr|A6TGZ4|A6TGZ4_KLEP7,KPN_04473,741,unreviewed (tr),tr|A6TGZ4|A6TGZ4_KLEP7 Outer membrane usher protein OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6TGZ5|A6TGZ5_KLEP7,KPN_04474,194,unreviewed (tr),tr|A6TGZ5|A6TGZ5_KLEP7 Fimbrial morphology OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6TGZ6|A6TGZ6_KLEP7,KPN_04475,367,unreviewed (tr),tr|A6TGZ6|A6TGZ6_KLEP7 Adhesin OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH ,False
tr|A6TGZ8|A6TGZ8_KLEP7,yjcH,71,unreviewed (tr),tr|A6TGZ8|A6TGZ8_KLEP7 Inner membrane protein YjcH OS=Klebsiella pneumoniae subsp. pneumoniae (strai,False
tr|A6TH00|A6TH00_KLEP7,ybbC,66,unreviewed (tr),tr|A6TH00|A6TH00_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6TH02|A6TH02_KLEP7,yjcO,228,unreviewed (tr),tr|A6TH02|A6TH02_KLEP7 Sel1 repeat family protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6TH05|A6TH05_KLEP7,KPN_04484,252,unreviewed (tr),tr|A6TH05|A6TH05_KLEP7 Transcriptional regulator AbiEi antitoxin N-terminal domain-containing protei,False
tr|A6TH06|A6TH06_KLEP7,KPN_04485,291,unreviewed (tr),tr|A6TH06|A6TH06_KLEP7 Nucleotidyl transferase AbiEii/AbiGii toxin family protein OS=Klebsiella pneu,False
tr|A6TH07|A6TH07_KLEP7,KPN_04486,335,unreviewed (tr),tr|A6TH07|A6TH07_KLEP7 Carbohydrate kinase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6TH08|A6TH08_KLEP7,KPN_04487,313,unreviewed (tr),tr|A6TH08|A6TH08_KLEP7 D-ribose periplasmic binding protein OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6TH09|A6TH09_KLEP7,KPN_04488,332,unreviewed (tr),tr|A6TH09|A6TH09_KLEP7 Carbohydrate ABC transport system permease OS=Klebsiella pneumoniae subsp. pn,False
tr|A6TH10|A6TH10_KLEP7,KPN_04489,506,unreviewed (tr),tr|A6TH10|A6TH10_KLEP7 ABC transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70072,False
tr|A6TH12|A6TH12_KLEP7,phnP,252,unreviewed (tr),tr|A6TH12|A6TH12_KLEP7 Phosphonate metabolism OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6TH14|A6TH14_KLEP7,phnM,378,unreviewed (tr),tr|A6TH14|A6TH14_KLEP7 Phosphonate metabolism OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6TH15|A6TH15_KLEP7,phnL,226,unreviewed (tr),tr|A6TH15|A6TH15_KLEP7 ATP-binding component of phosphonate transport OS=Klebsiella pneumoniae subsp,False
tr|A6TH16|A6TH16_KLEP7,phnK,252,unreviewed (tr),tr|A6TH16|A6TH16_KLEP7 ATP-binding component of phosphonate transport OS=Klebsiella pneumoniae subsp,False
tr|A6TH18|A6TH18_KLEP7,phnI,354,unreviewed (tr),tr|A6TH18|A6TH18_KLEP7 Phosphonate metabolism OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6TH19|A6TH19_KLEP7,phnH,194,unreviewed (tr),tr|A6TH19|A6TH19_KLEP7 Phosphonate metabolism OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6TH20|A6TH20_KLEP7,phnG,150,unreviewed (tr),tr|A6TH20|A6TH20_KLEP7 Phosphonate metabolism OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6TH21|A6TH21_KLEP7,phnF,243,unreviewed (tr),tr|A6TH21|A6TH21_KLEP7 Transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6TH22|A6TH22_KLEP7,phnB,144,unreviewed (tr),tr|A6TH22|A6TH22_KLEP7 Glyoxalase/fosfomycin resistance/dioxygenase domain-containing protein OS=Kle,False
tr|A6TH23|A6TH23_KLEP7,phnA,92,unreviewed (tr),tr|A6TH23|A6TH23_KLEP7 Alkylphosphonate uptake protein in phosphonate metabolism OS=Klebsiella pneum,False
tr|A6TH25|A6TH25_KLEP7,melR,312,unreviewed (tr),tr|A6TH25|A6TH25_KLEP7 Regulator of melibiose operon OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6TH27|A6TH27_KLEP7,melB,471,unreviewed (tr),tr|A6TH27|A6TH27_KLEP7 Melibiose permease II OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC,False
tr|A6TH28|A6TH28_KLEP7,groEL,318,unreviewed (tr),tr|A6TH28|A6TH28_KLEP7 Chaperonin GroEL OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,True
tr|A6TH29|A6TH29_KLEP7,yccD,106,unreviewed (tr),tr|A6TH29|A6TH29_KLEP7 Chaperone modulator CbpM OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
tr|A6TH31|A6TH31_KLEP7,KPN_04510,218,unreviewed (tr),tr|A6TH31|A6TH31_KLEP7 Transmembrane protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC,False
tr|A6TH32|A6TH32_KLEP7,KPN_04511,261,unreviewed (tr),tr|A6TH32|A6TH32_KLEP7 DSBA oxidoreductase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6TH34|A6TH34_KLEP7,KPN_04513,673,unreviewed (tr),tr|A6TH34|A6TH34_KLEP7 Polysaccharide deacetylase OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6TH35|A6TH35_KLEP7,KPN_04514,805,unreviewed (tr),tr|A6TH35|A6TH35_KLEP7 PgaA membrane beta barrel domain-containing protein OS=Klebsiella pneumoniae ,False
tr|A6TH36|A6TH36_KLEP7,KPN_04515,40,unreviewed (tr),tr|A6TH36|A6TH36_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6TH37|A6TH37_KLEP7,KPN_04516,188,unreviewed (tr),tr|A6TH37|A6TH37_KLEP7 HTH luxR-type domain-containing protein OS=Klebsiella pneumoniae subsp. pneum,False
tr|A6TH38|A6TH38_KLEP7,KPN_04517,69,unreviewed (tr),tr|A6TH38|A6TH38_KLEP7 PerC family transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6TH39|A6TH39_KLEP7,KPN_04518,135,unreviewed (tr),tr|A6TH39|A6TH39_KLEP7 DUF943 family protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC,False
tr|A6TH40|A6TH40_KLEP7,KPN_04519,158,unreviewed (tr),tr|A6TH40|A6TH40_KLEP7 PAAR domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6TH41|A6TH41_KLEP7,KPN_04520,37,unreviewed (tr),tr|A6TH41|A6TH41_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6TH44|A6TH44_KLEP7,KPN_04524,695,unreviewed (tr),tr|A6TH44|A6TH44_KLEP7 DUF1176 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6TH45|A6TH45_KLEP7,yjdC,196,unreviewed (tr),tr|A6TH45|A6TH45_KLEP7 Regulator (TetR/AcrR family) OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6TH50|A6TH50_KLEP7,fxsA,163,unreviewed (tr),tr|A6TH50|A6TH50_KLEP7 Suppress F exclusion of bacteriophage T7 OS=Klebsiella pneumoniae subsp. pneu,False
tr|A6TH51|A6TH51_KLEP7,yjeH,416,unreviewed (tr),tr|A6TH51|A6TH51_KLEP7 Transport OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MG,False
tr|A6TH54|A6TH54_KLEP7,yjeI,121,unreviewed (tr),tr|A6TH54|A6TH54_KLEP7 DUF4156 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6TH55|A6TH55_KLEP7,yjeJ,287,unreviewed (tr),tr|A6TH55|A6TH55_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6TH56|A6TH56_KLEP7,KPN_04536,707,unreviewed (tr),tr|A6TH56|A6TH56_KLEP7 Secretion ATPase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,False
tr|A6TH57|A6TH57_KLEP7,KPN_04537,428,unreviewed (tr),tr|A6TH57|A6TH57_KLEP7 Secretion ATPase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7007,False
tr|A6TH58|A6TH58_KLEP7,KPN_04538,108,unreviewed (tr),"tr|A6TH58|A6TH58_KLEP7 High-affinity branched-chain amino acid transport protein (ABC superfamily, m",False
tr|A6TH59|A6TH59_KLEP7,KPN_04539,308,unreviewed (tr),tr|A6TH59|A6TH59_KLEP7 Fimbrial-like protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC,False
tr|A6TH60|A6TH60_KLEP7,KPN_04540,830,unreviewed (tr),tr|A6TH60|A6TH60_KLEP7 Fimbrial biogenesis outer membrane usher protein OS=Klebsiella pneumoniae sub,False
tr|A6TH61|A6TH61_KLEP7,KPN_04541,228,unreviewed (tr),"tr|A6TH61|A6TH61_KLEP7 Periplasmic chaperone, required for type 1 fimbriae OS=Klebsiella pneumoniae ",False
tr|A6TH62|A6TH62_KLEP7,KPN_04542,179,unreviewed (tr),tr|A6TH62|A6TH62_KLEP7 Pytative periplasmic chaperone OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6TH63|A6TH63_KLEP7,KPN_04543,224,unreviewed (tr),tr|A6TH63|A6TH63_KLEP7 Transcriptional regulatory protein OS=Klebsiella pneumoniae subsp. pneumoniae,False
tr|A6TH66|A6TH66_KLEP7,ecnA,43,unreviewed (tr),tr|A6TH66|A6TH66_KLEP7 Entericidin A OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 ,False
tr|A6TH67|A6TH67_KLEP7,ecnB,63,unreviewed (tr),tr|A6TH67|A6TH67_KLEP7 Entericidin B OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 ,False
tr|A6TH75|A6TH75_KLEP7,yjeM,493,unreviewed (tr),tr|A6TH75|A6TH75_KLEP7 Amino-acid transport protein (APC family) OS=Klebsiella pneumoniae subsp. pne,False
tr|A6TH80|A6TH80_KLEP7,KPN_04560,243,unreviewed (tr),tr|A6TH80|A6TH80_KLEP7 Arginine-binding periplasmic protein OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6TH91|A6TH91_KLEP7,yhdP,96,unreviewed (tr),tr|A6TH91|A6TH91_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6TH92|A6TH92_KLEP7,yjeT,65,unreviewed (tr),tr|A6TH92|A6TH92_KLEP7 DUF2065 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6TH97|A6TH97_KLEP7,aidB,550,unreviewed (tr),tr|A6TH97|A6TH97_KLEP7 Acyl coenzyme A dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6TH98|A6TH98_KLEP7,yjfN,95,unreviewed (tr),tr|A6TH98|A6TH98_KLEP7 YdgH/BhsA/McbA-like domain-containing protein OS=Klebsiella pneumoniae subsp.,False
tr|A6TH99|A6TH99_KLEP7,yjfO,102,unreviewed (tr),tr|A6TH99|A6TH99_KLEP7 YdgH/BhsA/McbA-like domain-containing protein OS=Klebsiella pneumoniae subsp.,False
tr|A6THA0|A6THA0_KLEP7,yjfP,238,unreviewed (tr),tr|A6THA0|A6THA0_KLEP7 Hydrolase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MG,False
tr|A6THA1|A6THA1_KLEP7,yjfQ,251,unreviewed (tr),tr|A6THA1|A6THA1_KLEP7 DEOR-type transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6THA2|A6THA2_KLEP7,yjfR,354,unreviewed (tr),tr|A6THA2|A6THA2_KLEP7 Enzyme with metallo-hydrolase domain OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6THA9|A6THA9_KLEP7,KPN_04592,397,unreviewed (tr),tr|A6THA9|A6THA9_KLEP7 Major facilitator superfamily (MFS) profile domain-containing protein OS=Kleb,False
tr|A6THB0|A6THB0_KLEP7,yjfY,91,unreviewed (tr),tr|A6THB0|A6THB0_KLEP7 YdgH/BhsA/McbA-like domain-containing protein OS=Klebsiella pneumoniae subsp.,False
tr|A6THB5|A6THB5_KLEP7,ytfB,57,unreviewed (tr),tr|A6THB5|A6THB5_KLEP7 Opacity-associated protein A LysM-like domain-containing protein OS=Klebsiell,False
tr|A6THB6|A6THB6_KLEP7,ytfB,177,unreviewed (tr),tr|A6THB6|A6THB6_KLEP7 Opacity-associated protein A-like N-terminal domain-containing protein OS=Kle,False
tr|A6THB8|A6THB8_KLEP7,cycA,467,unreviewed (tr),tr|A6THB8|A6THB8_KLEP7 D-alanine/D-serine/glycine transport protein (APC family) OS=Klebsiella pneum,False
tr|A6THC0|A6THC0_KLEP7,ytfF,329,unreviewed (tr),tr|A6THC0|A6THC0_KLEP7 Cationic amino acid transport protein OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6THC1|A6THC1_KLEP7,KPN_04604,274,unreviewed (tr),"tr|A6THC1|A6THC1_KLEP7 Helix-turn-helix, AraC type OS=Klebsiella pneumoniae subsp. pneumoniae (strai",False
tr|A6THC2|A6THC2_KLEP7,ytfG,282,unreviewed (tr),tr|A6THC2|A6THC2_KLEP7 Oxidoreductase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721,False
